"word","translation_hy","translation_ru","level","part_of_speech","frequency_rank"
"heterogeneous","heterogeneous","инородный","C1","adjective","9360"
"mythology","դիցաբանություն, անգլերենայբուբենի 14֊րդտառը","мифология","C1","noun","9361"
"diana","diana","diana","C1","noun","9362"
"paramount","առաջնակարգ, կարևորագույն","важнейший","C1","adjective","9363"
"lisa","lisa","lisa","C1","noun","9364"
"greatness","մեծություն, վեհություն","величие","C1","noun","9365"
"lumber","անտառանյութ","лес","C1","noun","9366"
"tray","մատուցարան, սկուտեղ","полок","C1","noun","9367"
"declaring","հայտարարել, հայտարարությունանել, հռչակել","заявить","C1","verb","9368"
"clues","բանալի (գաղտնիքի)","ключ","C1","noun","9369"
"fragile","փխրուն, դյուրաբեկ","хрупкий","C1","adjective","9370"
"chapman","մանրավաճառ","chapman","C1","noun","9371"
"toe","կզմխ","палец","C1","noun","9372"
"harmonic","ներդաշնակ, բարեհնչյուն","гармонический","C1","adjective","9373"
"swallowed","ծիծեռնակ","захлёбывать","C1","verb","9374"
"dismissal","(նաև՝ ) արձակում, հեռացում, վտարում","отставка","C1","noun","9375"
"dashed","քիչքանակություն, պտղունց","садить","C1","verb","9376"
"stockholm","stockholm","stockholm","C1","noun","9377"
"strive","ջանալ, ճիգթափել","стремиться","C1","verb","9378"
"ng","ng","ng","C1","noun","9379"
"circulating","շրջանառել, պտտվել","оборотный","C1","verb","9380"
"sensing","զգացում, զգայություն","смысловой","C1","verb","9381"
"modules","հմկրգ","отсек","C1","noun","9382"
"irradiation","irradiation","облучение","C1","noun","9383"
"poll","քվեարկություն, ընտրություններ","голосование","C1","noun","9384"
"fibre","fibre","жилка","C1","noun","9385"
"invoked","կոչանել","заклинать","C1","verb","9386"
"discarded","դուրսնետել/գցել","выбросить","C1","verb","9387"
"sigh","հոգոց, հառաչ","вздох","C1","noun","9388"
"purification","զտում, մաքրում, սրբագործում","очистка","C1","noun","9389"
"ya","ya","ya","C1","noun","9390"
"alliances","դաշինք, միություն, դաշնություն","союз","C1","noun","9391"
"faculties","ձիրք, ընդունակություն","способность","C1","noun","9392"
"ferry","ferry","паром","C1","noun","9393"
"tracts","շերտ, գոտի","область","C1","noun","9394"
"authoritarian","authoritarian","авторитарный","C1","noun","9395"
"fountain","շատրվան","фонтан","C1","noun","9396"
"multiplication","մաթ","умножение","C1","noun","9397"
"polite","polite","вежливый","C1","noun","9398"
"squadron","հեծելավաշտ, էսկադրոն","дивизион","C1","noun","9399"
"issuing","բացթողում, թողարկում, լույսընծայելը","фигня","C1","verb","9400"
"questionable","կասկածելի, վիճելի","сомнительный","C1","adjective","9401"
"infrared","infrared","infrared","C1","verb","9402"
"sanction","վավերացում, հաստատում","санкция","C1","noun","9403"
"trembling","դող, սարսուռ","дрожащий","C1","noun","9404"
"tentative","փորձնական, փորձառական, նախնական","tentative","C1","adjective","9405"
"jason","jason","jason","C1","noun","9406"
"unacceptable","անընդունելի, անցանկալի, տհաճ","неприемлемый","C1","adjective","9407"
"allowances","դրամականնպաստ","дача","C1","noun","9408"
"disappearance","անհետացում, չքացում, անհայտանալը","исчезновение","C1","noun","9409"
"duck","բադ","парусина","C1","noun","9410"
"lid","կափարիչ, խուփ","крышка","C1","noun","9411"
"skeleton","հիմնամաս, ուրվագիծ","скелет","C1","noun","9412"
"hoover","hoover","hoover","C1","noun","9413"
"inhibit","խոչընդոտել","inhibit","C1","verb","9414"
"contrasted","հակադրություն, հակապատկեր","противоположность","C1","verb","9415"
"heavier","heavier","heavier","C1","noun","9416"
"temperament","բնավորություն, խառնվածք","темперамент","C1","noun","9417"
"asthma","հեղձանք, ասթմա","удушье","C1","noun","9418"
"shrine","աճյունասափոր, մասունքներիտապանակ","рака","C1","noun","9419"
"jar","լայնաբերանսափոր, բանկա","банка","C1","noun","9420"
"tactical","մարտավարական, տակտիկական","тактический","C1","adjective","9421"
"liverpool","liverpool","liverpool","C1","noun","9422"
"fairness","ազնվություն, արդարություն","справедливость","C1","noun","9423"
"ionic","ionic","ионный","C1","noun","9424"
"valves","տեխ","лампа","C1","noun","9425"
"neighbourhood","հարևանություն","округа","C1","noun","9426"
"pathological","ախտաբանական, պաթոլոգիական","pathological","C1","adjective","9427"
"tossed","tossed","швырнуть","C1","verb","9428"
"maya","maya","maya","C1","noun","9429"
"intuitive","ներըմբռնողական, կռահողական","интуитивный","C1","adjective","9430"
"incidentally","պատահական","кстати","C1","adverb","9431"
"alexandria","alexandria","alexandria","C1","noun","9432"
"rupture","ճեղքում, պատռում","обрыв","C1","noun","9433"
"horace","horace","horace","C1","noun","9434"
"pools","ջրափոս","лужа","C1","noun","9435"
"evolving","զարգանալ, զարգացնել","эволюционировать","C1","verb","9436"
"recognise","recognise","recognise","C1","noun","9437"
"hepatitis","hepatitis","hepatitis","C1","noun","9438"
"dante","dante","dante","C1","noun","9439"
"novelist","վիպասան","романист","C1","noun","9440"
"catheter","catheter","катетер","C1","noun","9441"
"surveyed","դիտում, զննում","съёмка","C1","verb","9442"
"baldwin","baldwin","baldwin","C1","noun","9443"
"volatile","քիմ","летучий","C1","adjective","9444"
"oppressed","ճնշել","забитый","C1","verb","9445"
"ivory","ivory","ivory","C1","noun","9446"
"jealousy","jealousy","ревность","C1","noun","9447"
"predecessors","նախորդ, նախահայր, նախնի","предшественник","C1","noun","9448"
"granite","granite","гранит","C1","noun","9449"
"lily","շուշան","лилипут","C1","noun","9450"
"cincinnati","cincinnati","cincinnati","C1","noun","9451"
"toes","toes","toes","C1","noun","9452"
"garage","garage","автогараж","C1","noun","9453"
"attributable","attributable","attributable","C1","adjective","9454"
"respiration","շնչառություն, շունչ","дыхание","C1","noun","9455"
"dictated","թելադրանք, հարկադրականպայման","диктовать","C1","verb","9456"
"touches","շոշափում","приступ","C1","noun","9457"
"spirituality","spirituality","одухотворённость","C1","noun","9458"
"wiped","մաքրում, մաքրելը","вытереть","C1","verb","9459"
"pedro","pedro","pedro","C1","noun","9460"
"emphasizing","շեշտել","подчеркнуть","C1","verb","9461"
"judith","judith","judith","C1","noun","9462"
"objected","իր, առարկա, օբյեկտ","цель","C1","verb","9463"
"henri","henri","henri","C1","noun","9464"
"preached","քարոզել, խրատել / Ավետարան/հանդուրժողականությունքարոզել","проповедовать","C1","verb","9465"
"lining","պաստառ, պաստառիկտոր","подкладка","C1","noun","9466"
"amateur","amateur","непрофессионал","C1","noun","9467"
"warehouse","պահեստ","складской","C1","noun","9468"
"airplane","ինքնաթիռ, սավառնակ","самолёт","C1","noun","9469"
"bells","զանգ(ակ)","бубенцы","C1","noun","9470"
"analysed","վերլուծել","разобрать","C1","verb","9471"
"pradesh","pradesh","pradesh","C1","noun","9472"
"refugee","փախստական, գաղթական","беженец","C1","noun","9473"
"poisoning","թունավորում, թունավորելը","отравление","C1","noun","9474"
"sinus","կզմխ","пазуха","C1","noun","9475"
"col","col","седловина","C1","noun","9476"
"fetus","fetus","fetus","C1","noun","9477"
"jealous","խանդոտ","ревнивый","C1","adjective","9478"
"aspiration","ձգտում, ցանկություն","стремление","C1","noun","9479"
"dame","տիկին, հասակնառածկին","dame","C1","noun","9480"
"slides","մանկականսառցապատ/վայրիջուցք (սահելուհամար)","салазки","C1","noun","9481"
"tc","tc","tc","C1","noun","9482"
"explosive","պայթուցիկնյութ","взрывной","C1","noun","9483"
"prognosis","նախագուշակում, նախատեսություն","прогноз","C1","noun","9484"
"licence","թույլտվությանիրավունք, արտոնություն, լիցենզիա","право","C1","noun","9485"
"stabilization","կայունություն","стабилизация","C1","noun","9486"
"ut","ut","ut","C1","noun","9487"
"sank","sank","sank","C1","noun","9488"
"humidity","խոնավություն","мокрота","C1","noun","9489"
"neutron","neutron","нейтрон","C1","noun","9490"
"sunshine","sunshine","sunshine","C1","noun","9491"
"partisan","կողմնակից, համախոհ","партизан","C1","noun","9492"
